id,brand,model_id,year,transmission,fuelType,mileage,tax,mpg,engineSize,price
52344,3,88,2013,Manual,Petrol,76000,0,68.9,1.0,3995
20164,1,5,2013,Automatic,Diesel,62068,160,49.6,3.0,16199
2777,0,14,2015,Semi-Auto,Diesel,34995,165,52.3,3.0,21488
20388,1,4,2017,Automatic,Diesel,54678,125,60.1,2.0,16490
10761,1,91,2017,Semi-Auto,Diesel,16945,150,54.3,2.0,23000
24199,2,32,2017,Manual,Petrol,45345,145,65.7,1.0,8500
12323,1,89,2019,Semi-Auto,Diesel,7778,145,50.4,2.0,30850
10074,0,56,2016,Manual,Petrol,46750,145,49.6,1.4,14750
41737,3,37,2019,Semi-Auto,Diesel,15223,145,54.3,1.6,16751
39318,2,44,2020,Manual,Diesel,50,145,38.2,2.0,25050
51975,3,88,2013,Manual,Petrol,31033,20,62.8,1.0,5763
41947,3,37,2015,Manual,Diesel,45000,20,67.3,2.0,14995
35645,2,36,2012,Manual,Petrol,39653,235,39.2,1.6,8773
29312,2,44,2018,Semi-Auto,Diesel,23732,150,54.3,2.0,19991
7015,0,64,2017,Semi-Auto,Petrol,47501,145,29.4,4.0,52000
49995,3,81,2017,Manual,Petrol,30935,145,48.7,1.4,17995
15778,1,2,2019,Automatic,Diesel,16367,145,52.3,2.0,28995
3494,0,57,2019,Automatic,Diesel,10,145,38.2,2.0,38691
35815,2,28,2016,Manual,Petrol,16838,160,44.8,1.5,8690
26041,2,33,2019,Automatic,Petrol,11689,145,48.7,1.0,16495
12776,1,91,2017,Semi-Auto,Diesel,14557,145,47.9,3.0,28562
17150,1,2,2019,Automatic,Diesel,2407,145,57.6,2.0,26995
18740,1,0,2016,Manual,Diesel,47210,0,83.1,1.5,10699
28223,2,44,2017,Manual,Diesel,23735,145,64.2,1.5,14999
30676,2,33,2019,Automatic,Petrol,2750,150,51.4,1.0,16107
45335,3,52,2019,Manual,Petrol,2987,145,45.6,1.5,22991
27044,2,33,2013,Manual,Diesel,48336,20,67.3,1.6,6940
20508,1,97,2011,Manual,Petrol,64250,305,33.2,2.5,10450
17541,1,89,2017,Semi-Auto,Diesel,33000,150,55.4,2.0,17990
9801,0,8,2016,Manual,Diesel,34291,0,76.3,1.6,10299
34617,2,32,2017,Manual,Petrol,20798,150,47.9,1.6,12000
12041,1,90,2019,Automatic,Petrol,123,145,38.7,2.0,26972
36794,2,33,2017,Manual,Diesel,23898,0,74.3,1.5,11200
24246,2,28,2017,Manual,Petrol,22709,145,44.8,1.5,8890
31727,2,32,2018,Manual,Petrol,13456,145,62.8,1.0,13991
52662,3,74,2015,Automatic,Diesel,17129,30,57.6,2.0,12995
5719,0,57,2019,Automatic,Diesel,8417,145,38.2,2.0,35500
26164,2,33,2018,Manual,Petrol,8976,145,57.7,1.0,13250
46004,3,78,2020,Manual,Petrol,1877,145,47.9,1.0,19250
45526,3,52,2019,Automatic,Diesel,9177,145,51.4,2.0,22800
30172,2,32,2018,Manual,Petrol,19153,145,65.7,1.0,10800
28133,2,29,2017,Manual,Diesel,48867,160,48.7,2.0,16250
3432,0,58,2017,Semi-Auto,Diesel,27148,150,47.9,3.0,32991
9096,0,11,2015,Manual,Diesel,80973,20,68.9,2.0,9399
158,0,13,2016,Automatic,Diesel,89334,30,62.8,3.0,16200
49289,3,53,2017,Manual,Petrol,22236,145,60.1,1.2,11490
24842,2,32,2017,Manual,Petrol,17674,145,65.7,1.0,8570
23822,2,33,2019,Automatic,Petrol,13743,150,51.4,1.0,17498
20933,1,0,2014,Manual,Diesel,67610,0,74.3,1.6,7999
14163,1,4,2017,Automatic,Diesel,14459,145,65.7,2.0,22998
41611,3,37,2018,Manual,Petrol,17902,150,58.9,1.5,14991
37931,2,20,2016,Manual,Diesel,13507,20,68.9,1.5,10499
25519,2,32,2013,Manual,Petrol,33762,30,54.3,1.2,6298
27908,2,33,2018,Manual,Petrol,10551,145,60.1,1.0,15340
52156,3,88,2016,Manual,Petrol,37617,20,61.4,1.0,7495
33914,2,32,2016,Manual,Petrol,32449,0,65.7,1.0,7995
32769,2,32,2019,Manual,Petrol,7949,145,56.5,1.0,12899
31651,2,32,2019,Manual,Petrol,8653,145,58.9,1.0,13889
20749,1,98,2017,Automatic,Other,19178,0,470.8,0.6,20000
1255,0,56,2015,Automatic,Diesel,24539,160,51.4,2.0,17398
6081,0,56,2017,Semi-Auto,Petrol,19921,145,42.2,2.0,21490
21938,2,33,2017,Manual,Petrol,38541,20,60.1,1.0,9250
10604,0,58,2016,Automatic,Diesel,32000,160,48.7,3.0,28490
26221,2,44,2017,Manual,Diesel,18258,145,64.2,1.5,16350
34782,2,33,2019,Automatic,Petrol,13777,150,50.4,1.0,16500
32302,2,32,2018,Manual,Petrol,33086,145,62.8,1.0,11999
38138,2,32,2018,Manual,Petrol,24453,145,56.5,1.0,10999
23368,2,32,2018,Manual,Petrol,8829,145,55.4,1.1,9780
2933,0,56,2016,Manual,Petrol,14779,145,49.6,1.4,18202
46554,3,53,2015,Manual,Petrol,19861,20,60.1,1.2,9298
6511,0,56,2016,Semi-Auto,Petrol,29241,200,42.2,2.0,19990
32959,2,44,2017,Automatic,Petrol,18370,145,38.2,1.5,17799
40998,3,37,2016,Semi-Auto,Petrol,24582,200,39.8,2.0,19995
35742,2,44,2016,Manual,Diesel,34879,125,60.1,2.0,10999
9697,0,12,2014,Automatic,Diesel,69212,125,60.1,2.0,12699
39964,3,79,2020,Manual,Petrol,999,145,44.1,1.5,24500
22478,2,33,2017,Manual,Diesel,14604,0,74.3,1.5,11298
16310,1,89,2019,Manual,Diesel,999,145,68.9,2.0,28383
51282,3,75,2019,Semi-Auto,Diesel,11608,145,41.5,2.0,25995
45491,3,52,2017,Semi-Auto,Hybrid,50931,0,166.0,1.4,18480
912,0,13,2015,Semi-Auto,Diesel,41109,200,45.6,3.0,21698
26320,2,44,2017,Manual,Diesel,17416,145,60.1,2.0,16290
15798,1,0,2017,Semi-Auto,Petrol,20848,145,48.7,2.0,16444
21339,1,0,2018,Automatic,Petrol,4666,145,32.5,3.0,23499
37135,2,42,2008,Manual,Petrol,63000,160,45.6,1.3,1795
37715,2,32,2019,Manual,Petrol,5079,150,40.3,1.5,17490
27891,2,32,2016,Manual,Diesel,36500,0,78.5,1.5,9295
50265,3,81,2013,Semi-Auto,Diesel,65412,205,47.7,2.0,9995
29043,2,33,2014,Semi-Auto,Petrol,47067,160,44.8,1.6,7330
11352,1,2,2018,Semi-Auto,Petrol,25329,145,51.4,1.5,16291
2827,0,57,2018,Semi-Auto,Petrol,23500,145,34.0,3.0,37995
39695,3,79,2019,Manual,Diesel,50,145,50.4,2.0,21229
9343,0,11,2019,Automatic,Diesel,6000,145,45.6,2.0,26990
12404,1,3,2019,Semi-Auto,Diesel,8598,145,60.1,2.0,26820
15822,1,2,2019,Semi-Auto,Petrol,10125,150,47.9,2.0,24500
39949,3,79,2019,Manual,Diesel,5299,145,46.3,2.0,20999
19038,1,89,2018,Automatic,Diesel,35077,145,65.7,2.0,16999
12686,1,48,2019,Semi-Auto,Petrol,16529,145,26.9,4.4,58991
35581,2,44,2016,Manual,Diesel,38693,125,60.1,2.0,11499
7831,0,10,2014,Manual,Diesel,91395,20,68.9,2.0,9795
33575,2,33,2017,Semi-Auto,Diesel,11493,0,74.3,1.5,13270
17731,1,7,2019,Semi-Auto,Petrol,2881,150,31.7,3.0,59694
19651,1,2,2017,Automatic,Diesel,52716,145,70.6,2.0,13499
9677,0,80,2017,Manual,Diesel,12205,30,62.8,2.0,17799
8786,0,72,2017,Automatic,Petrol,20000,145,34.0,3.0,37700
38035,2,33,2015,Automatic,Diesel,52816,20,67.3,1.5,8299
19085,1,89,2013,Manual,Diesel,45750,160,51.4,2.0,9499
36962,2,44,2019,Manual,Diesel,15378,145,38.2,2.0,17200
18378,1,1,2015,Manual,Diesel,76000,30,64.2,2.0,11490
17995,1,2,2019,Semi-Auto,Petrol,4686,150,42.2,2.0,29485
12501,1,0,2019,Manual,Petrol,4028,145,53.3,1.5,17250
21432,1,0,2016,Manual,Diesel,68810,0,83.1,1.5,8500
51489,3,75,2019,Automatic,Diesel,1144,145,41.5,2.0,25999
49797,3,81,2019,Automatic,Diesel,3000,145,47.9,2.0,28591
34812,2,33,2019,Manual,Petrol,6681,145,58.9,1.0,15800
10464,0,55,2019,Automatic,Petrol,7813,145,40.9,1.5,24950
23408,2,33,2013,Manual,Diesel,60326,20,67.3,1.6,5390
31226,2,67,2019,Manual,Diesel,14082,145,54.3,2.0,23400
3806,0,10,2019,Manual,Petrol,1853,145,48.7,1.0,21000
34711,2,36,2017,Manual,Diesel,12000,125,56.5,2.0,16489
34203,2,44,2017,Semi-Auto,Diesel,18221,150,54.3,2.0,17500
12406,1,2,2013,Manual,Petrol,48681,150,47.9,1.6,8480
3495,0,57,2019,Automatic,Diesel,10,145,39.2,2.0,32991
13619,1,4,2019,Automatic,Diesel,6000,145,53.3,3.0,33980
46550,3,53,2018,Manual,Petrol,12305,150,60.1,1.0,10891
35803,2,33,2016,Manual,Petrol,20587,20,61.4,1.0,8490
8866,0,11,2018,Manual,Petrol,23541,145,51.4,1.4,16000
6284,0,58,2017,Automatic,Diesel,26979,145,39.2,4.0,49900
36492,2,44,2017,Manual,Petrol,24773,160,45.6,1.5,12000
30827,2,18,2013,Manual,Petrol,60903,30,55.4,1.0,5195
27734,2,32,2018,Manual,Petrol,5276,145,58.9,1.0,11491
52710,3,19,2014,Semi-Auto,Petrol,41587,260,37.2,2.0,10410
42287,3,37,2017,Manual,Diesel,7738,145,74.3,1.6,12995
2226,0,8,2018,Manual,Petrol,34000,145,55.4,1.4,14995
42658,3,37,2019,Automatic,Diesel,5488,145,52.3,2.0,20495
23700,2,28,2018,Semi-Auto,Petrol,9990,150,48.7,1.0,14995
25367,2,32,2018,Manual,Petrol,6732,145,58.9,1.0,11820
52736,3,19,2007,Manual,Petrol,40000,265,36.2,1.6,3850
33615,2,33,2018,Automatic,Diesel,12500,145,67.3,1.5,15990
6711,0,56,2018,Semi-Auto,Petrol,15412,150,47.9,1.4,23000
3519,0,8,2015,Manual,Diesel,42157,0,80.7,1.6,11491
11516,1,2,2019,Semi-Auto,Diesel,5288,145,57.7,2.0,26390
12758,1,2,2018,Semi-Auto,Diesel,16219,145,64.2,2.0,21232
37784,2,43,2019,Manual,Petrol,5000,145,47.9,0.0,9999
18632,1,3,2015,Manual,Diesel,28334,125,58.9,2.0,14699
31280,2,29,2017,Manual,Diesel,27096,160,48.7,2.0,19650
13750,1,2,2016,Semi-Auto,Diesel,27547,150,53.3,3.0,20391
45664,3,52,2016,Manual,Diesel,52538,20,67.3,2.0,11699
45628,3,52,2019,Manual,Petrol,5000,145,45.6,1.5,20999
25865,2,32,2017,Manual,Petrol,29466,0,65.7,1.0,9130
44351,3,37,2013,Manual,Diesel,70230,0,74.3,1.6,7099
18618,1,93,2019,Automatic,Petrol,4158,145,27.2,3.0,52350
20676,1,0,2018,Automatic,Petrol,24791,150,55.5,1.5,14750
9512,0,12,2019,Automatic,Diesel,6845,145,50.4,2.0,27990
8906,0,15,2017,Automatic,Diesel,15830,200,47.1,3.0,25999
12459,1,3,2015,Semi-Auto,Diesel,33864,125,60.1,2.0,18272
35997,2,32,2016,Manual,Diesel,25388,0,78.5,1.5,8240
20658,1,6,2007,Automatic,Diesel,83000,325,34.4,2.5,5200
11584,1,3,2020,Semi-Auto,Diesel,100,145,52.3,3.0,28990
42651,3,37,2019,Manual,Diesel,5365,145,57.7,1.6,16995
18785,1,92,2016,Automatic,Diesel,52131,150,54.3,2.0,20470
26670,2,32,2016,Manual,Petrol,14466,0,65.7,1.0,10180
26192,2,42,2016,Manual,Petrol,16690,30,57.7,1.2,5497
49025,3,53,2016,Automatic,Petrol,38058,20,60.1,1.2,9999
15600,1,93,2019,Semi-Auto,Diesel,5850,150,37.7,3.0,51990
12007,1,2,2016,Semi-Auto,Diesel,21804,125,60.1,2.0,17490
33740,2,33,2017,Semi-Auto,Petrol,38729,125,51.4,1.0,10000
28374,2,32,2018,Manual,Petrol,11097,145,62.8,1.0,13295
27522,2,32,2018,Manual,Petrol,10258,145,62.8,1.0,12500
45635,3,52,2017,Manual,Diesel,39000,145,67.3,2.0,12490
50549,3,81,2018,Semi-Auto,Petrol,23537,150,38.2,2.0,24991
40467,3,37,2019,Semi-Auto,Diesel,5308,145,52.3,2.0,20550
38867,2,33,2012,Manual,Petrol,76000,30,56.5,1.0,5000
33012,2,32,2018,Manual,Petrol,8207,145,58.9,1.0,13299
47215,3,53,2016,Manual,Petrol,16753,20,60.1,1.2,10295
52215,3,88,2016,Manual,Petrol,22500,20,64.2,1.0,6699
15951,1,91,2019,Automatic,Diesel,1500,145,54.3,2.0,36999
20207,1,93,2017,Automatic,Diesel,23646,145,47.1,3.0,31499
32929,2,50,2016,Manual,Diesel,61223,0,78.5,1.5,9499
46059,3,78,2020,Automatic,Petrol,1691,150,45.6,1.0,23190
31755,2,28,2017,Manual,Petrol,17166,125,52.3,1.0,9200
41827,3,37,2016,Manual,Petrol,36611,30,53.3,1.4,11882
26770,2,32,2019,Automatic,Petrol,4980,145,48.7,1.0,17440
46810,3,53,2016,Manual,Petrol,37800,20,60.1,1.2,9995
22013,2,33,2018,Manual,Diesel,10553,145,74.3,1.5,11995
37525,2,32,2018,Manual,Petrol,37960,145,65.7,1.0,9680
53562,3,84,2016,Manual,Diesel,43970,30,64.2,1.6,13498
3552,0,10,2013,Semi-Auto,Petrol,59386,125,50.4,1.8,11980
10331,0,8,2017,Manual,Petrol,22241,145,67.3,1.0,12000
33182,2,32,2019,Manual,Petrol,2000,145,40.3,1.5,20750
22124,2,32,2019,Manual,Petrol,10970,145,58.9,1.0,11998
1429,0,56,2015,Manual,Diesel,26308,145,56.5,2.0,15798
36695,2,32,2018,Manual,Petrol,18377,150,65.7,1.0,11489
48210,3,53,2017,Manual,Petrol,17000,20,60.1,1.0,10295
4843,0,58,2019,Automatic,Diesel,6000,145,33.2,3.0,46990
44831,3,37,2017,Manual,Diesel,13082,150,61.4,1.6,14000
33066,2,32,2019,Manual,Petrol,1659,145,48.7,1.1,13199
30545,2,32,2018,Manual,Petrol,10800,145,65.7,1.0,10799
44537,3,37,2017,Automatic,Diesel,9334,145,57.7,2.0,19522
259,0,15,2017,Automatic,Diesel,1420,145,50.4,3.0,38985
32701,2,32,2019,Manual,Petrol,9855,145,56.5,1.0,12899
42796,3,37,2017,Manual,Petrol,30300,150,58.9,1.0,11950
26703,2,32,2017,Manual,Diesel,34216,0,88.3,1.5,8691
26541,2,32,2017,Manual,Petrol,22560,145,54.3,1.2,8330
40802,3,37,2019,Manual,Petrol,9595,145,47.1,1.5,17298
21486,2,28,2020,Manual,Petrol,558,145,53.3,1.0,20000
53652,3,84,2016,Semi-Auto,Diesel,28445,30,65.7,1.6,16751
17861,1,91,2015,Semi-Auto,Diesel,26000,205,47.9,3.0,22000
47741,3,53,2019,Manual,Petrol,1500,145,49.6,1.0,16995
52177,3,88,2018,Manual,Petrol,19995,145,50.4,1.0,13495
30271,2,32,2015,Manual,Petrol,13324,30,54.3,1.2,8070
37736,2,32,2016,Manual,Petrol,19131,125,54.3,1.2,7690
11255,1,0,2016,Semi-Auto,Diesel,50525,30,65.7,2.0,13998
6015,0,10,2016,Manual,Petrol,29898,20,60.1,1.4,16900
8291,0,12,2014,Automatic,Petrol,40000,300,34.9,3.0,17999
52399,3,88,2013,Automatic,Petrol,56169,20,62.8,1.0,6600
24966,2,32,2017,Manual,Diesel,29124,145,88.3,1.5,11998
17300,1,93,2019,Semi-Auto,Diesel,3224,145,37.7,3.0,51902
43452,3,37,2019,Semi-Auto,Petrol,4459,145,47.1,1.5,17990
54496,3,21,2015,Manual,Diesel,90204,30,62.8,2.0,8688
21826,2,29,2017,Automatic,Diesel,27146,145,47.9,2.0,23899
23305,2,33,2016,Manual,Petrol,23599,200,41.5,2.0,16498
20659,1,0,2008,Manual,Petrol,92000,200,44.1,2.0,2999
578,0,55,2017,Semi-Auto,Petrol,17633,145,52.3,1.4,21995
42901,3,37,2017,Manual,Petrol,46466,20,60.1,1.4,12488
38940,2,32,2017,Manual,Diesel,31640,265,78.5,1.5,9000
52313,3,88,2014,Manual,Petrol,47966,20,62.8,1.0,4800
648,0,11,2019,Automatic,Diesel,5000,145,40.9,3.0,43495
26381,2,32,2015,Manual,Petrol,22767,0,65.7,1.0,7998
20302,1,4,2013,Automatic,Diesel,38000,150,55.4,2.0,14195
41969,3,37,2019,Manual,Petrol,5045,145,47.1,1.5,17298
24149,2,32,2016,Manual,Petrol,25465,125,54.3,1.2,7899
14897,1,47,2019,Semi-Auto,Petrol,101,145,34.0,3.0,41980
20414,1,0,2012,Manual,Diesel,28000,125,58.9,2.0,10995
548,0,12,2015,Semi-Auto,Diesel,38540,125,58.9,2.0,18995
35472,2,44,2017,Manual,Diesel,41000,145,64.2,1.5,10990
50383,3,81,2020,Semi-Auto,Petrol,3605,145,35.3,2.0,33990
33821,2,28,2019,Manual,Petrol,3982,150,51.4,1.0,16491
3161,0,56,2017,Semi-Auto,Petrol,13750,145,47.9,1.4,21481
11529,1,89,2016,Semi-Auto,Diesel,14542,125,60.1,2.0,19850
27637,2,32,2017,Manual,Petrol,4524,145,64.2,1.1,9999
1270,0,14,2019,Semi-Auto,Diesel,76,145,47.1,2.0,35998
38937,2,29,2016,Automatic,Diesel,42093,205,47.9,2.0,19400
46156,3,78,2019,Automatic,Petrol,3461,145,45.6,1.0,19999
48615,3,53,2016,Manual,Petrol,28000,20,60.1,1.2,9495
1412,0,12,2015,Semi-Auto,Diesel,35177,125,58.9,2.0,15698
9122,0,13,2017,Automatic,Diesel,29332,165,50.4,3.0,23490
16821,1,91,2019,Semi-Auto,Diesel,6698,145,54.3,2.0,35750
27110,2,44,2018,Semi-Auto,Diesel,13868,145,54.3,2.0,19894
43485,3,37,2019,Semi-Auto,Petrol,15350,145,44.8,1.0,17495
11570,1,93,2019,Semi-Auto,Diesel,5597,145,37.7,3.0,52500
12821,1,2,2019,Manual,Diesel,12824,150,67.3,2.0,16698
26390,2,32,2018,Manual,Petrol,10258,145,65.7,1.0,13690
1031,0,13,2019,Automatic,Diesel,4432,145,47.9,2.0,32000
53586,3,84,2018,Semi-Auto,Petrol,12367,145,51.4,1.4,22265
27372,2,32,2016,Manual,Petrol,30385,0,65.7,1.0,7351
7375,0,11,2019,Manual,Petrol,4400,145,38.2,2.0,23990
9468,0,12,2019,Automatic,Petrol,10,145,39.8,2.0,31490
1949,0,80,2015,Manual,Diesel,35000,20,67.3,2.0,22950
3342,0,12,2019,Automatic,Diesel,4500,145,50.4,2.0,31000
2284,0,10,2015,Manual,Diesel,18400,20,68.9,2.0,15995
20715,1,89,2017,Automatic,Diesel,29657,145,65.7,2.0,16400
34698,2,32,2016,Manual,Petrol,21001,20,62.8,1.0,9750
17411,1,0,2019,Semi-Auto,Diesel,4210,145,51.4,2.0,26880
19254,1,2,2013,Manual,Diesel,76429,20,68.9,2.0,7999
12541,1,90,2019,Semi-Auto,Diesel,8859,145,50.4,2.0,29325
22336,2,44,2015,Manual,Diesel,52180,125,60.1,2.0,9000
5829,0,10,2016,Manual,Petrol,25158,125,50.4,2.0,16900
6877,0,13,2019,Automatic,Diesel,10727,145,39.2,3.0,35399
41991,3,37,2016,Manual,Petrol,19194,145,47.1,2.0,17891
32394,2,32,2019,Semi-Auto,Petrol,14788,145,48.7,1.0,15799
18921,1,2,2016,Manual,Diesel,19871,20,72.4,2.0,13190
14850,1,1,2017,Semi-Auto,Diesel,32377,145,65.7,2.0,15998
39555,3,79,2018,Manual,Petrol,6400,150,55.4,1.0,17999
31645,2,44,2018,Manual,Diesel,28694,150,39.2,2.0,18491
40654,3,37,2014,Manual,Diesel,42339,0,68.9,1.6,8198
54011,3,38,2019,Semi-Auto,Petrol,6069,145,42.2,1.5,19290
7279,0,80,2019,Semi-Auto,Petrol,3000,145,34.0,2.0,38000
38878,2,32,2017,Manual,Petrol,21000,125,54.3,1.2,6995
9577,0,8,2014,Manual,Petrol,28061,20,60.1,1.4,11950
33749,2,44,2019,Manual,Petrol,5990,145,35.3,1.5,20700
28439,2,32,2018,Manual,Petrol,96,145,65.7,1.0,14900
45398,3,52,2015,Manual,Diesel,37077,20,68.9,1.6,10495
50579,3,81,2019,Manual,Diesel,2500,145,49.6,2.0,23500
50435,3,81,2018,Semi-Auto,Diesel,14080,150,49.6,2.0,20990
41344,3,37,2020,Manual,Petrol,176,150,47.1,1.5,24699
43745,3,37,2018,Manual,Petrol,24000,150,49.6,1.0,13800
4006,0,10,2019,Semi-Auto,Petrol,12066,145,42.2,1.5,22490
22378,2,33,2017,Manual,Diesel,17750,0,74.3,1.5,11698
14135,1,3,2016,Automatic,Petrol,27214,200,41.5,3.0,23480
16508,1,0,2019,Automatic,Diesel,1000,145,70.6,2.0,18999
3261,0,11,2018,Manual,Petrol,23765,145,50.4,1.4,17505
13546,1,3,2019,Semi-Auto,Diesel,8722,145,53.3,3.0,26990
50314,3,81,2019,Automatic,Diesel,4950,145,31.4,2.0,29995
53930,3,38,2018,Manual,Petrol,10090,145,55.4,1.5,14495
25003,2,44,2019,Manual,Petrol,3781,145,39.2,1.5,18450
1494,0,57,2019,Semi-Auto,Petrol,28,145,33.2,2.0,31498
22844,2,28,2019,Manual,Petrol,618,145,51.4,1.0,17700
44825,3,37,2019,Manual,Petrol,15488,145,49.6,1.0,15480
12667,1,7,2019,Semi-Auto,Diesel,3489,145,39.8,3.0,55980
27736,2,33,2019,Automatic,Diesel,5671,145,64.2,2.0,19075
34003,2,32,2019,Manual,Petrol,350,145,58.9,1.0,12450
6972,0,8,2016,Manual,Petrol,29999,30,56.5,1.4,14897
24703,2,33,2018,Manual,Petrol,9196,145,41.5,2.0,19900
1568,0,56,2016,Semi-Auto,Diesel,30245,165,50.4,2.0,18990
22601,2,32,2018,Manual,Petrol,11814,145,57.7,1.0,12990
6103,0,63,2019,Automatic,Petrol,9108,145,29.7,2.9,55450
41678,3,37,2019,Manual,Petrol,8692,145,47.1,1.5,17298
7712,0,12,2019,Manual,Petrol,1325,145,37.7,0.0,27000
20263,1,2,2016,Automatic,Diesel,41317,20,74.3,2.0,13969
7503,0,80,2020,Automatic,Petrol,1500,145,35.3,2.0,42444
27465,2,33,2019,Manual,Diesel,5672,145,70.6,2.0,19000
39768,3,79,2019,Manual,Diesel,4637,145,50.4,1.6,22990
4715,0,8,2018,Manual,Petrol,15000,150,54.3,1.4,17990
31713,2,33,2019,Automatic,Diesel,7000,145,64.2,2.0,20795
12918,1,2,2019,Manual,Diesel,2323,145,54.3,2.0,24450
11359,1,2,2016,Semi-Auto,Diesel,25513,145,56.5,3.0,16747
3402,0,57,2016,Semi-Auto,Diesel,34893,235,42.8,3.0,25495
11440,1,93,2019,Semi-Auto,Diesel,7101,145,37.7,3.0,49998
10574,0,10,2018,Automatic,Petrol,17527,150,43.5,2.0,26500
28959,2,20,2015,Manual,Diesel,45198,20,68.9,1.5,8498
40645,3,37,2020,Semi-Auto,Petrol,10,150,32.8,2.0,30498
9275,0,11,2013,Manual,Diesel,129680,30,64.2,2.0,6000
10848,1,4,2014,Semi-Auto,Diesel,60681,125,57.6,2.0,11998
19745,1,3,2014,Manual,Diesel,81978,125,60.1,2.0,10991
44734,3,37,2016,Automatic,Hybrid,108740,0,188.3,1.4,11500
24483,2,28,2015,Manual,Petrol,30373,160,44.8,1.5,7590
34361,2,33,2016,Manual,Petrol,16825,200,41.5,2.0,16920
31848,2,32,2019,Manual,Petrol,10586,145,55.4,1.0,14930
15924,1,90,2019,Semi-Auto,Diesel,6801,145,58.9,2.0,31950
4002,0,10,2019,Semi-Auto,Petrol,9476,145,41.5,1.5,23990
32937,2,33,2018,Manual,Petrol,11258,145,41.5,2.0,18999
25784,2,33,2015,Manual,Diesel,51194,0,74.3,1.5,8000
14607,1,4,2017,Semi-Auto,Diesel,46796,145,62.8,2.0,18990
28188,2,32,2018,Manual,Petrol,16504,145,62.8,1.0,12495
13295,1,1,2019,Manual,Petrol,10,145,52.3,1.5,22490
14826,1,1,2016,Semi-Auto,Petrol,23604,30,55.4,1.5,16495
8785,0,12,2014,Manual,Diesel,33507,30,61.4,2.0,14800
18093,1,89,2017,Automatic,Diesel,18911,145,65.7,2.0,17400
17214,1,0,2016,Semi-Auto,Petrol,15684,30,55.5,1.5,14995
46601,3,53,2016,Manual,Petrol,9476,20,60.1,1.0,9589
31279,2,33,2017,Manual,Petrol,13459,145,60.1,1.0,11495
25187,2,32,2017,Manual,Petrol,6225,0,65.7,1.0,10500
45545,3,52,2019,Semi-Auto,Hybrid,5000,135,43.5,1.4,29995
15736,1,3,2016,Semi-Auto,Petrol,40340,145,48.7,2.0,16440
45052,3,52,2016,Semi-Auto,Diesel,48502,30,62.8,2.0,11590
4308,0,15,2018,Automatic,Diesel,15486,145,50.4,3.0,34700
16769,1,3,2019,Automatic,Diesel,6000,145,60.1,2.0,29840
19925,1,0,2014,Manual,Diesel,77424,30,65.7,2.0,8990
18808,1,4,2010,Automatic,Diesel,94938,240,43.5,3.0,9249
50969,3,81,2017,Manual,Petrol,23000,145,48.7,1.4,17499
33308,2,32,2018,Manual,Petrol,7487,145,65.7,1.0,10699
17967,1,0,2019,Manual,Petrol,4160,145,53.3,1.5,16695
16285,1,2,2016,Manual,Petrol,22030,150,49.6,1.5,13987
19021,1,0,2017,Manual,Diesel,33215,0,78.5,1.5,11349
19159,1,0,2017,Automatic,Diesel,23786,20,67.3,2.0,14925
41063,3,37,2017,Semi-Auto,Diesel,15506,20,58.9,1.6,12998
47953,3,53,2020,Manual,Petrol,4000,145,48.7,1.0,14750
9359,0,55,2018,Automatic,Petrol,9571,145,54.3,1.4,19395
50428,3,81,2016,Semi-Auto,Diesel,37032,165,49.6,2.0,20490
28233,2,32,2015,Manual,Petrol,42798,20,62.8,1.0,7995
4857,0,8,2019,Semi-Auto,Petrol,100,145,44.8,1.5,21500
23961,2,28,2017,Manual,Petrol,21420,125,53.3,1.0,10298
14469,1,2,2018,Manual,Diesel,26841,150,64.2,2.0,19575
50690,3,81,2017,Manual,Diesel,27200,125,58.9,2.0,21700
17977,1,2,2012,Automatic,Diesel,50000,30,62.8,2.0,9995
24742,2,33,2017,Manual,Petrol,34025,20,60.1,1.0,9998
42392,3,37,2016,Semi-Auto,Diesel,33097,30,62.8,2.0,15494
10836,1,1,2020,Manual,Petrol,1580,150,43.5,1.5,27998
7864,0,12,2015,Automatic,Diesel,29084,235,42.8,3.0,18300
15209,1,89,2017,Manual,Diesel,30533,150,68.9,2.0,14300
54392,3,76,2018,Semi-Auto,Diesel,33455,145,47.1,2.0,25500
18167,1,4,2014,Automatic,Diesel,53000,125,60.1,2.0,12950
50623,3,81,2019,Automatic,Petrol,6000,145,37.7,1.5,26310
18006,1,89,2015,Manual,Diesel,90000,160,51.4,2.0,8995
44888,3,37,2007,Manual,Petrol,94000,205,40.4,1.6,2999
51964,3,88,2017,Manual,Petrol,3817,20,64.2,1.0,7750
38005,2,44,2016,Manual,Diesel,52416,125,60.1,2.0,13299
6556,0,10,2016,Manual,Petrol,45258,20,60.1,1.4,12875
42540,3,37,2016,Manual,Diesel,44380,0,74.3,1.6,10990
47321,3,53,2016,Manual,Petrol,32301,20,60.1,1.0,8312
24782,2,29,2017,Automatic,Diesel,18810,145,47.9,2.0,22030
32985,2,32,2019,Manual,Petrol,15263,145,55.4,1.0,12999
33048,2,33,2014,Manual,Diesel,53998,20,67.3,1.6,7490
34030,2,20,2017,Manual,Diesel,14251,20,68.9,1.5,10500
15574,1,1,2020,Semi-Auto,Diesel,1501,145,48.7,2.0,30995
33124,2,33,2015,Manual,Diesel,70232,0,74.3,1.5,8499
